QueryNumber;[DocRanking, DocNumber, Similarity]
00054;[336, 838, 0.006794119211087476]
00054;[337, 786, 0.006794119211087476]
00054;[338, 290, 0.006794119211087476]
00054;[339, 373, 0.006794119211087476]
00054;[340, 531, 0.006794119211087476]
00054;[341, 202, 0.006794119211087476]
00054;[342, 754, 0.006794119211087476]
00054;[343, 740, 0.006794119211087476]
00054;[344, 121, 0.006794119211087476]
00054;[345, 209, 0.006794119211087476]
00054;[346, 451, 0.006794119211087476]
00054;[347, 976, 0.006794119211087476]
00054;[348, 644, 0.006794119211087476]
00054;[349, 341, 0.006794119211087476]
00054;[350, 208, 0.006794119211087476]
00054;[351, 370, 0.006794119211087476]
00054;[352, 660, 0.006794119211087476]
00054;[353, 72, 0.006794119211087476]
00054;[354, 565, 0.006794119211087476]
00054;[355, 1186, 0.006794119211087476]
00054;[356, 145, 0.00627149465638844]
00054;[357, 1222, 0.00627149465638844]
00054;[358, 546, 0.00627149465638844]
00054;[359, 445, 0.00627149465638844]
00054;[360, 902, 0.00627149465638844]
00054;[361, 645, 0.00627149465638844]
00054;[362, 118, 0.00627149465638844]
00054;[363, 1002, 0.00627149465638844]
00054;[364, 954, 0.00627149465638844]
00054;[365, 430, 0.00627149465638844]
00054;[366, 957, 0.00627149465638844]
00054;[367, 716, 0.00627149465638844]
00054;[368, 256, 0.00627149465638844]
00054;[369, 175, 0.00627149465638844]
00054;[370, 386, 0.00627149465638844]
00054;[371, 1202, 0.00627149465638844]
00054;[372, 190, 0.00627149465638844]
00054;[373, 949, 0.00627149465638844]
00054;[374, 877, 0.00627149465638844]
00054;[375, 951, 0.00627149465638844]
00054;[376, 535, 0.00627149465638844]
00054;[377, 46, 0.00627149465638844]
00054;[378, 615, 0.00627149465638844]
00054;[379, 317, 0.00627149465638844]
00054;[380, 60, 0.00627149465638844]
00054;[381, 798, 0.00627149465638844]
00054;[382, 1200, 0.00627149465638844]
00054;[383, 778, 0.00627149465638844]
00054;[384, 844, 0.00627149465638844]
00054;[385, 185, 0.005748870101689403]
00054;[386, 782, 0.005748870101689403]
00054;[387, 203, 0.005748870101689403]
00054;[388, 1117, 0.005748870101689403]
00054;[389, 1175, 0.005748870101689403]
00054;[390, 865, 0.005748870101689403]
00054;[391, 371, 0.005748870101689403]
00054;[392, 125, 0.005748870101689403]
00054;[393, 400, 0.005748870101689403]
00054;[394, 83, 0.005748870101689403]
00054;[395, 347, 0.005748870101689403]
00054;[396, 52, 0.005748870101689403]
00054;[397, 713, 0.005748870101689403]
00054;[398, 1152, 0.005748870101689403]
00054;[399, 328, 0.005748870101689403]
00054;[400, 766, 0.005748870101689403]
00054;[401, 315, 0.005748870101689403]
00054;[402, 960, 0.005748870101689403]
00054;[403, 1123, 0.005748870101689403]
00054;[404, 31, 0.005748870101689403]
00054;[405, 81, 0.005748870101689403]
00054;[406, 1099, 0.005748870101689403]
00054;[407, 482, 0.005748870101689403]
00054;[408, 1048, 0.005748870101689403]
00054;[409, 197, 0.005748870101689403]
00054;[410, 769, 0.005748870101689403]
00054;[411, 126, 0.005748870101689403]
00054;[412, 248, 0.005748870101689403]
00054;[413, 586, 0.005748870101689403]
00054;[414, 652, 0.005748870101689403]
00054;[415, 1000, 0.005748870101689403]
00054;[416, 405, 0.005748870101689403]
00054;[417, 647, 0.005748870101689403]
00054;[418, 891, 0.005748870101689403]
00054;[419, 496, 0.005748870101689403]
00054;[420, 693, 0.005748870101689403]
00054;[421, 1103, 0.005748870101689403]
00054;[422, 709, 0.005748870101689403]
00054;[423, 639, 0.005748870101689403]
00054;[424, 383, 0.005748870101689403]
00054;[425, 1084, 0.005748870101689403]
00054;[426, 150, 0.005226245546990366]
00054;[427, 517, 0.005226245546990366]
00054;[428, 616, 0.005226245546990366]
00054;[429, 738, 0.005226245546990366]
00054;[430, 27, 0.005226245546990366]
00054;[431, 711, 0.005226245546990366]
00054;[432, 610, 0.005226245546990366]
00054;[433, 434, 0.005226245546990366]
00054;[434, 557, 0.005226245546990366]
00054;[435, 1116, 0.005226245546990366]
00054;[436, 1236, 0.005226245546990366]
00054;[437, 631, 0.005226245546990366]
00054;[438, 1235, 0.005226245546990366]
00054;[439, 1155, 0.005226245546990366]
00054;[440, 1052, 0.005226245546990366]
00054;[441, 1234, 0.005226245546990366]
00054;[442, 469, 0.005226245546990366]
00054;[443, 1030, 0.005226245546990366]
00054;[444, 593, 0.005226245546990366]
00054;[445, 945, 0.005226245546990366]
00054;[446, 119, 0.005226245546990366]
00054;[447, 1021, 0.005226245546990366]
00054;[448, 835, 0.005226245546990366]
00054;[449, 627, 0.005226245546990366]
00054;[450, 322, 0.005226245546990366]
00054;[451, 1220, 0.005226245546990366]
00054;[452, 697, 0.005226245546990366]
00054;[453, 283, 0.005226245546990366]
00054;[454, 1199, 0.005226245546990366]
00054;[455, 239, 0.005226245546990366]
00054;[456, 188, 0.005226245546990366]
00054;[457, 401, 0.005226245546990366]
00054;[458, 1210, 0.005226245546990366]
00054;[459, 999, 0.005226245546990366]
00054;[460, 573, 0.005226245546990366]
00054;[461, 259, 0.005226245546990366]
00054;[462, 319, 0.005226245546990366]
00054;[463, 1217, 0.005226245546990366]
00054;[464, 1209, 0.005226245546990366]
00054;[465, 1036, 0.005226245546990366]
00054;[466, 34, 0.005226245546990366]
00054;[467, 765, 0.005226245546990366]
00054;[468, 548, 0.005226245546990366]
00054;[469, 1092, 0.005226245546990366]
00054;[470, 1216, 0.005226245546990366]
00054;[471, 18, 0.005226245546990366]
00054;[472, 962, 0.005226245546990366]
00054;[473, 147, 0.005226245546990366]
00054;[474, 520, 0.005226245546990366]
00054;[475, 1160, 0.005226245546990366]
00054;[476, 1183, 0.005226245546990366]
00054;[477, 880, 0.005226245546990366]
00054;[478, 1174, 0.005226245546990366]
00054;[479, 664, 0.005226245546990366]
00054;[480, 440, 0.005226245546990366]
00054;[481, 541, 0.005226245546990366]
00054;[482, 1165, 0.005226245546990366]
00054;[483, 424, 0.005226245546990366]
00054;[484, 442, 0.005226245546990366]
00054;[485, 872, 0.005226245546990366]
00054;[486, 773, 0.00470362099229133]
00054;[487, 714, 0.00470362099229133]
00054;[488, 733, 0.00470362099229133]
00054;[489, 564, 0.00470362099229133]
00054;[490, 1070, 0.00470362099229133]
00054;[491, 507, 0.00470362099229133]
00054;[492, 982, 0.00470362099229133]
00054;[493, 528, 0.00470362099229133]
00054;[494, 785, 0.00470362099229133]
00054;[495, 762, 0.00470362099229133]
00054;[496, 947, 0.00470362099229133]
00054;[497, 1014, 0.00470362099229133]
00054;[498, 755, 0.00470362099229133]
00054;[499, 504, 0.00470362099229133]
00054;[500, 349, 0.00470362099229133]
00054;[501, 680, 0.00470362099229133]
00054;[502, 247, 0.00470362099229133]
00054;[503, 495, 0.00470362099229133]
00054;[504, 26, 0.00470362099229133]
00054;[505, 435, 0.00470362099229133]
00054;[506, 1157, 0.00470362099229133]
00054;[507, 112, 0.00470362099229133]
00054;[508, 641, 0.00470362099229133]
00054;[509, 737, 0.00470362099229133]
00054;[510, 807, 0.00470362099229133]
00054;[511, 395, 0.00470362099229133]
00054;[512, 58, 0.00470362099229133]
00054;[513, 250, 0.00470362099229133]
00054;[514, 162, 0.00470362099229133]
00054;[515, 324, 0.00470362099229133]
00054;[516, 1162, 0.00470362099229133]
00054;[517, 327, 0.00470362099229133]
00054;[518, 669, 0.00470362099229133]
00054;[519, 1221, 0.00470362099229133]
00054;[520, 545, 0.00470362099229133]
00054;[521, 731, 0.00470362099229133]
00054;[522, 1108, 0.00470362099229133]
00054;[523, 1086, 0.00470362099229133]
00054;[524, 69, 0.00470362099229133]
00054;[525, 414, 0.00470362099229133]
00054;[526, 625, 0.00470362099229133]
00054;[527, 277, 0.00470362099229133]
00054;[528, 554, 0.00470362099229133]
00054;[529, 310, 0.00470362099229133]
00054;[530, 253, 0.00470362099229133]
00054;[531, 1055, 0.00470362099229133]
00054;[532, 238, 0.00470362099229133]
00054;[533, 1164, 0.00470362099229133]
00054;[534, 538, 0.00470362099229133]
00054;[535, 220, 0.00470362099229133]
00054;[536, 417, 0.00470362099229133]
00054;[537, 864, 0.00470362099229133]
00054;[538, 617, 0.00470362099229133]
00054;[539, 431, 0.00470362099229133]
00054;[540, 524, 0.00470362099229133]
00054;[541, 868, 0.00470362099229133]
00054;[542, 1203, 0.00470362099229133]
00054;[543, 915, 0.00470362099229133]
00054;[544, 11, 0.00470362099229133]
00054;[545, 276, 0.00470362099229133]
00054;[546, 912, 0.00470362099229133]
00054;[547, 568, 0.00470362099229133]
00054;[548, 66, 0.00470362099229133]
00054;[549, 343, 0.00470362099229133]
00054;[550, 509, 0.004180996437592293]
00054;[551, 213, 0.004180996437592293]
00054;[552, 136, 0.004180996437592293]
00054;[553, 1191, 0.004180996437592293]
00054;[554, 494, 0.004180996437592293]
00054;[555, 715, 0.004180996437592293]
00054;[556, 583, 0.004180996437592293]
00054;[557, 959, 0.004180996437592293]
00054;[558, 1066, 0.004180996437592293]
00054;[559, 1185, 0.004180996437592293]
00054;[560, 665, 0.004180996437592293]
00054;[561, 854, 0.004180996437592293]
00054;[562, 752, 0.004180996437592293]
00054;[563, 279, 0.004180996437592293]
00054;[564, 632, 0.004180996437592293]
00054;[565, 196, 0.004180996437592293]
00054;[566, 876, 0.004180996437592293]
00054;[567, 178, 0.004180996437592293]
00054;[568, 621, 0.004180996437592293]
00054;[569, 890, 0.004180996437592293]
00054;[570, 1201, 0.004180996437592293]
00054;[571, 206, 0.004180996437592293]
00054;[572, 760, 0.004180996437592293]
00054;[573, 917, 0.004180996437592293]
00054;[574, 822, 0.004180996437592293]
00054;[575, 635, 0.004180996437592293]
00054;[576, 1042, 0.004180996437592293]
00054;[577, 846, 0.004180996437592293]
00054;[578, 1062, 0.004180996437592293]
00054;[579, 1091, 0.004180996437592293]
00054;[580, 655, 0.004180996437592293]
00054;[581, 510, 0.004180996437592293]
00054;[582, 1093, 0.004180996437592293]
00054;[583, 841, 0.004180996437592293]
00054;[584, 1135, 0.004180996437592293]
00054;[585, 571, 0.004180996437592293]
00054;[586, 1153, 0.004180996437592293]
00054;[587, 576, 0.004180996437592293]
00054;[588, 503, 0.004180996437592293]
00054;[589, 378, 0.004180996437592293]
00054;[590, 301, 0.004180996437592293]
00054;[591, 117, 0.004180996437592293]
00054;[592, 514, 0.004180996437592293]
00054;[593, 963, 0.004180996437592293]
00054;[594, 973, 0.004180996437592293]
00054;[595, 294, 0.004180996437592293]
00054;[596, 1213, 0.004180996437592293]
00054;[597, 734, 0.004180996437592293]
00054;[598, 1076, 0.004180996437592293]
00054;[599, 640, 0.004180996437592293]
00054;[600, 450, 0.004180996437592293]
00054;[601, 173, 0.004180996437592293]
00054;[602, 739, 0.004180996437592293]
00054;[603, 874, 0.004180996437592293]
00054;[604, 404, 0.004180996437592293]
00054;[605, 195, 0.004180996437592293]
00054;[606, 961, 0.004180996437592293]
00054;[607, 1022, 0.004180996437592293]
00054;[608, 375, 0.004180996437592293]
00054;[609, 1074, 0.004180996437592293]
00054;[610, 392, 0.004180996437592293]
00054;[611, 423, 0.004180996437592293]
00054;[612, 944, 0.004180996437592293]
00054;[613, 1181, 0.004180996437592293]
00054;[614, 710, 0.004180996437592293]
00054;[615, 566, 0.004180996437592293]
00054;[616, 743, 0.004180996437592293]
00054;[617, 216, 0.004180996437592293]
00054;[618, 313, 0.004180996437592293]
00054;[619, 892, 0.004180996437592293]
00054;[620, 1096, 0.004180996437592293]
00054;[621, 37, 0.004180996437592293]
00054;[622, 702, 0.004180996437592293]
00054;[623, 1046, 0.004180996437592293]
00054;[624, 257, 0.004180996437592293]
00054;[625, 533, 0.004180996437592293]
00054;[626, 286, 0.004180996437592293]
00054;[627, 696, 0.004180996437592293]
00054;[628, 1142, 0.003658371882893257]
00054;[629, 1078, 0.003658371882893257]
00054;[630, 291, 0.003658371882893257]
00054;[631, 1109, 0.003658371882893257]
00054;[632, 149, 0.003658371882893257]
00054;[633, 103, 0.003658371882893257]
00054;[634, 896, 0.003658371882893257]
00054;[635, 76, 0.003658371882893257]
00054;[636, 86, 0.003658371882893257]
00054;[637, 153, 0.003658371882893257]
00054;[638, 843, 0.003658371882893257]
00054;[639, 796, 0.003658371882893257]
00054;[640, 48, 0.003658371882893257]
00054;[641, 51, 0.003658371882893257]
00054;[642, 823, 0.003658371882893257]
00054;[643, 122, 0.003658371882893257]
00054;[644, 308, 0.003658371882893257]
00054;[645, 930, 0.003658371882893257]
00054;[646, 272, 0.003658371882893257]
00054;[647, 572, 0.003658371882893257]
00054;[648, 569, 0.003658371882893257]
00054;[649, 628, 0.003658371882893257]
00054;[650, 1223, 0.003658371882893257]
00054;[651, 123, 0.003658371882893257]
00054;[652, 1122, 0.003658371882893257]
00054;[653, 777, 0.003658371882893257]
00054;[654, 1087, 0.003658371882893257]
00054;[655, 721, 0.003658371882893257]
00054;[656, 174, 0.003658371882893257]
00054;[657, 706, 0.003658371882893257]
00054;[658, 346, 0.003658371882893257]
00054;[659, 1114, 0.003658371882893257]
00054;[660, 784, 0.003658371882893257]
00054;[661, 1005, 0.003658371882893257]
00054;[662, 486, 0.003658371882893257]
00054;[663, 271, 0.003658371882893257]
00054;[664, 3, 0.003658371882893257]
00054;[665, 605, 0.003658371882893257]
00054;[666, 177, 0.003658371882893257]
00054;[667, 393, 0.003658371882893257]
00054;[668, 332, 0.003658371882893257]
00054;[669, 288, 0.003658371882893257]
00054;[670, 1208, 0.003658371882893257]
00054;[671, 234, 0.003658371882893257]
00054;[672, 352, 0.003658371882893257]
00054;[673, 589, 0.003658371882893257]
00054;[674, 905, 0.003658371882893257]
00054;[675, 362, 0.003658371882893257]
00054;[676, 815, 0.003658371882893257]
00054;[677, 47, 0.003658371882893257]
00054;[678, 491, 0.003658371882893257]
00054;[679, 1035, 0.003658371882893257]
00054;[680, 1075, 0.003658371882893257]
00054;[681, 350, 0.003658371882893257]
00054;[682, 131, 0.003658371882893257]
00054;[683, 602, 0.003658371882893257]
00054;[684, 74, 0.003658371882893257]
00054;[685, 1065, 0.003658371882893257]
00054;[686, 448, 0.003658371882893257]
00054;[687, 303, 0.003658371882893257]
00054;[688, 180, 0.003658371882893257]
00054;[689, 852, 0.003658371882893257]
00054;[690, 1239, 0.003658371882893257]
00054;[691, 109, 0.003658371882893257]
00054;[692, 849, 0.003658371882893257]
00054;[693, 909, 0.003658371882893257]
00054;[694, 1211, 0.003658371882893257]
00054;[695, 683, 0.003658371882893257]
00054;[696, 761, 0.003658371882893257]
00054;[697, 1204, 0.003658371882893257]
00054;[698, 613, 0.00313574732819422]
00054;[699, 300, 0.00313574732819422]
00054;[700, 426, 0.00313574732819422]
00054;[701, 148, 0.00313574732819422]
00054;[702, 527, 0.00313574732819422]
00054;[703, 574, 0.00313574732819422]
00054;[704, 1064, 0.00313574732819422]
00054;[705, 525, 0.00313574732819422]
00054;[706, 412, 0.00313574732819422]
00054;[707, 146, 0.00313574732819422]
00054;[708, 793, 0.00313574732819422]
00054;[709, 287, 0.00313574732819422]
00054;[710, 1059, 0.00313574732819422]
00054;[711, 30, 0.00313574732819422]
00054;[712, 92, 0.00313574732819422]
00054;[713, 217, 0.00313574732819422]
00054;[714, 302, 0.00313574732819422]
00054;[715, 518, 0.00313574732819422]
00054;[716, 575, 0.00313574732819422]
00054;[717, 284, 0.00313574732819422]
00054;[718, 5, 0.00313574732819422]
00054;[719, 992, 0.00313574732819422]
00054;[720, 526, 0.00313574732819422]
00054;[721, 704, 0.00313574732819422]
00054;[722, 732, 0.00313574732819422]
00054;[723, 1088, 0.00313574732819422]
00054;[724, 334, 0.00313574732819422]
00054;[725, 102, 0.00313574732819422]
00054;[726, 888, 0.00313574732819422]
00054;[727, 937, 0.00313574732819422]
00054;[728, 596, 0.00313574732819422]
00054;[729, 899, 0.00313574732819422]
00054;[730, 626, 0.00313574732819422]
00054;[731, 862, 0.00313574732819422]
00054;[732, 1207, 0.00313574732819422]
00054;[733, 1053, 0.00313574732819422]
00054;[734, 199, 0.00313574732819422]
00054;[735, 1205, 0.00313574732819422]
00054;[736, 847, 0.00313574732819422]
00054;[737, 245, 0.00313574732819422]
00054;[738, 233, 0.00313574732819422]
00054;[739, 727, 0.00313574732819422]
00054;[740, 582, 0.00313574732819422]
00054;[741, 946, 0.00313574732819422]
00054;[742, 292, 0.00313574732819422]
00054;[743, 810, 0.00313574732819422]
00054;[744, 670, 0.00313574732819422]
00054;[745, 637, 0.00313574732819422]
00054;[746, 998, 0.00313574732819422]
00054;[747, 225, 0.00313574732819422]
00054;[748, 938, 0.00313574732819422]
00054;[749, 218, 0.00313574732819422]
00054;[750, 539, 0.00313574732819422]
00054;[751, 186, 0.00313574732819422]
00054;[752, 980, 0.00313574732819422]
00054;[753, 1098, 0.00313574732819422]
00054;[754, 705, 0.00313574732819422]
00054;[755, 312, 0.00313574732819422]
00054;[756, 232, 0.00313574732819422]
00054;[757, 1128, 0.00313574732819422]
00054;[758, 920, 0.00313574732819422]
00054;[759, 94, 0.00313574732819422]
00054;[760, 53, 0.00313574732819422]
00054;[761, 1001, 0.00313574732819422]
00054;[762, 1100, 0.00313574732819422]
00054;[763, 889, 0.00313574732819422]
00054;[764, 138, 0.00313574732819422]
00054;[765, 285, 0.00313574732819422]
00054;[766, 323, 0.00313574732819422]
00054;[767, 330, 0.00313574732819422]
00054;[768, 816, 0.00313574732819422]
00054;[769, 659, 0.00313574732819422]
00054;[770, 389, 0.00313574732819422]
00054;[771, 750, 0.00313574732819422]
00054;[772, 420, 0.00313574732819422]
00054;[773, 39, 0.00313574732819422]
00054;[774, 443, 0.00313574732819422]
00054;[775, 154, 0.00313574732819422]
00054;[776, 555, 0.00313574732819422]
00054;[777, 1168, 0.00313574732819422]
00054;[778, 1188, 0.00313574732819422]
00054;[779, 1012, 0.00313574732819422]
00054;[780, 478, 0.00313574732819422]
00054;[781, 295, 0.00313574732819422]
00054;[782, 160, 0.00313574732819422]
00054;[783, 1047, 0.00313574732819422]
00054;[784, 354, 0.00313574732819422]
00054;[785, 871, 0.00313574732819422]
00054;[786, 544, 0.00313574732819422]
00054;[787, 1115, 0.00313574732819422]
00054;[788, 1176, 0.00313574732819422]
00054;[789, 1232, 0.00313574732819422]
00054;[790, 1192, 0.00313574732819422]
00054;[791, 1039, 0.00313574732819422]
00054;[792, 1189, 0.00313574732819422]
00054;[793, 1136, 0.00313574732819422]
00054;[794, 634, 0.00313574732819422]
00054;[795, 15, 0.00313574732819422]
00054;[796, 1140, 0.00313574732819422]
00054;[797, 1106, 0.00313574732819422]
00054;[798, 927, 0.002613122773495183]
00054;[799, 181, 0.002613122773495183]
00054;[800, 457, 0.002613122773495183]
00054;[801, 500, 0.002613122773495183]
00054;[802, 887, 0.002613122773495183]
00054;[803, 1020, 0.002613122773495183]
00054;[804, 972, 0.002613122773495183]
00054;[805, 267, 0.002613122773495183]
00054;[806, 873, 0.002613122773495183]
00054;[807, 38, 0.002613122773495183]
00054;[808, 970, 0.002613122773495183]
00054;[809, 9, 0.002613122773495183]
00054;[810, 161, 0.002613122773495183]
00054;[811, 85, 0.002613122773495183]
00054;[812, 800, 0.002613122773495183]
00054;[813, 1008, 0.002613122773495183]
00054;[814, 701, 0.002613122773495183]
00054;[815, 1134, 0.002613122773495183]
00054;[816, 84, 0.002613122773495183]
00054;[817, 995, 0.002613122773495183]
00054;[818, 293, 0.002613122773495183]
00054;[819, 817, 0.002613122773495183]
00054;[820, 335, 0.002613122773495183]
00054;[821, 916, 0.002613122773495183]
00054;[822, 687, 0.002613122773495183]
00054;[823, 859, 0.002613122773495183]
00054;[824, 351, 0.002613122773495183]
00054;[825, 61, 0.002613122773495183]
00054;[826, 113, 0.002613122773495183]
00054;[827, 913, 0.002613122773495183]
00054;[828, 70, 0.002613122773495183]
00054;[829, 406, 0.002613122773495183]
00054;[830, 1125, 0.002613122773495183]
00054;[831, 979, 0.002613122773495183]
00054;[832, 1060, 0.002613122773495183]
00054;[833, 878, 0.002613122773495183]
00054;[834, 364, 0.002613122773495183]
00054;[835, 1027, 0.002613122773495183]
00054;[836, 523, 0.002613122773495183]
00054;[837, 941, 0.002613122773495183]
00054;[838, 458, 0.002613122773495183]
00054;[839, 28, 0.002613122773495183]
00054;[840, 898, 0.002613122773495183]
00054;[841, 139, 0.002613122773495183]
00054;[842, 1037, 0.002613122773495183]
00054;[843, 984, 0.002613122773495183]
00054;[844, 848, 0.002613122773495183]
00054;[845, 361, 0.002613122773495183]
00054;[846, 391, 0.002613122773495183]
00054;[847, 966, 0.002613122773495183]
00054;[848, 991, 0.002613122773495183]
00054;[849, 832, 0.002613122773495183]
00054;[850, 110, 0.002613122773495183]
00054;[851, 649, 0.002613122773495183]
00054;[852, 382, 0.002613122773495183]
00054;[853, 398, 0.002613122773495183]
00054;[854, 476, 0.002613122773495183]
00054;[855, 336, 0.002613122773495183]
00054;[856, 142, 0.002613122773495183]
00054;[857, 717, 0.002613122773495183]
00054;[858, 591, 0.002613122773495183]
00054;[859, 741, 0.002613122773495183]
00054;[860, 601, 0.002613122773495183]
00054;[861, 884, 0.002613122773495183]
00054;[862, 49, 0.002613122773495183]
00054;[863, 1238, 0.002613122773495183]
00054;[864, 115, 0.002613122773495183]
00054;[865, 99, 0.002613122773495183]
00054;[866, 363, 0.002613122773495183]
00054;[867, 75, 0.002613122773495183]
00054;[868, 425, 0.002613122773495183]
00054;[869, 264, 0.002613122773495183]
00054;[870, 537, 0.002613122773495183]
00054;[871, 1019, 0.002613122773495183]
00054;[872, 407, 0.002613122773495183]
00054;[873, 994, 0.002613122773495183]
00054;[874, 265, 0.002613122773495183]
00054;[875, 205, 0.002613122773495183]
00054;[876, 433, 0.002613122773495183]
00054;[877, 967, 0.002613122773495183]
00054;[878, 214, 0.002613122773495183]
00054;[879, 1118, 0.002613122773495183]
00054;[880, 159, 0.002613122773495183]
00054;[881, 1127, 0.002613122773495183]
00054;[882, 1161, 0.002613122773495183]
00054;[883, 475, 0.002613122773495183]
00054;[884, 513, 0.002613122773495183]
00054;[885, 801, 0.002613122773495183]
00054;[886, 422, 0.002613122773495183]
00054;[887, 1124, 0.002613122773495183]
00054;[888, 730, 0.002613122773495183]
00054;[889, 413, 0.002613122773495183]
00054;[890, 553, 0.002613122773495183]
00054;[891, 255, 0.002613122773495183]
00054;[892, 169, 0.002613122773495183]
00054;[893, 1112, 0.002613122773495183]
00054;[894, 1226, 0.002613122773495183]
00054;[895, 357, 0.002613122773495183]
00054;[896, 725, 0.002613122773495183]
00054;[897, 200, 0.002613122773495183]
00054;[898, 867, 0.002613122773495183]
00054;[899, 882, 0.002613122773495183]
00054;[900, 337, 0.002613122773495183]
00054;[901, 309, 0.002613122773495183]
00054;[902, 193, 0.002613122773495183]
00054;[903, 480, 0.002613122773495183]
00054;[904, 1224, 0.0020904982187961467]
00054;[905, 787, 0.0020904982187961467]
00054;[906, 1049, 0.0020904982187961467]
00054;[907, 594, 0.0020904982187961467]
00054;[908, 928, 0.0020904982187961467]
00054;[909, 684, 0.0020904982187961467]
00054;[910, 114, 0.0020904982187961467]
00054;[911, 13, 0.0020904982187961467]
00054;[912, 698, 0.0020904982187961467]
00054;[913, 402, 0.0020904982187961467]
00054;[914, 881, 0.0020904982187961467]
00054;[915, 604, 0.0020904982187961467]
00054;[916, 384, 0.0020904982187961467]
00054;[917, 90, 0.0020904982187961467]
00054;[918, 977, 0.0020904982187961467]
00054;[919, 770, 0.0020904982187961467]
00054;[920, 1145, 0.0020904982187961467]
00054;[921, 466, 0.0020904982187961467]
00054;[922, 1050, 0.0020904982187961467]
00054;[923, 690, 0.0020904982187961467]
00054;[924, 269, 0.0020904982187961467]
00054;[925, 642, 0.0020904982187961467]
00054;[926, 547, 0.0020904982187961467]
00054;[927, 10, 0.0020904982187961467]
00054;[928, 910, 0.0020904982187961467]
00054;[929, 707, 0.0020904982187961467]
00054;[930, 682, 0.0020904982187961467]
00054;[931, 774, 0.0020904982187961467]
00054;[932, 857, 0.0020904982187961467]
00054;[933, 474, 0.0020904982187961467]
00054;[934, 228, 0.0020904982187961467]
00054;[935, 487, 0.0020904982187961467]
00054;[936, 1182, 0.0020904982187961467]
00054;[937, 1085, 0.0020904982187961467]
00054;[938, 827, 0.0020904982187961467]
00054;[939, 438, 0.0020904982187961467]
00054;[940, 366, 0.0020904982187961467]
00054;[941, 1057, 0.0020904982187961467]
00054;[942, 459, 0.0020904982187961467]
00054;[943, 813, 0.0020904982187961467]
00054;[944, 101, 0.0020904982187961467]
00054;[945, 530, 0.0020904982187961467]
00054;[946, 1180, 0.0020904982187961467]
00054;[947, 668, 0.0020904982187961467]
00054;[948, 96, 0.0020904982187961467]
00054;[949, 230, 0.0020904982187961467]
00054;[950, 1196, 0.0020904982187961467]
00054;[951, 1090, 0.0020904982187961467]
00054;[952, 41, 0.0020904982187961467]
00054;[953, 380, 0.0020904982187961467]
00054;[954, 997, 0.0020904982187961467]
00054;[955, 409, 0.0020904982187961467]
00054;[956, 929, 0.0020904982187961467]
00054;[957, 1026, 0.0020904982187961467]
00054;[958, 783, 0.0020904982187961467]
00054;[959, 311, 0.0020904982187961467]
00054;[960, 919, 0.0020904982187961467]
00054;[961, 1113, 0.0020904982187961467]
00054;[962, 809, 0.0020904982187961467]
00054;[963, 419, 0.0020904982187961467]
00054;[964, 681, 0.0020904982187961467]
00054;[965, 1110, 0.0020904982187961467]
00054;[966, 723, 0.0020904982187961467]
00054;[967, 996, 0.0020904982187961467]
00054;[968, 1017, 0.0020904982187961467]
00054;[969, 540, 0.0020904982187961467]
00054;[970, 736, 0.0020904982187961467]
00054;[971, 156, 0.0020904982187961467]
00054;[972, 560, 0.0020904982187961467]
00054;[973, 207, 0.0020904982187961467]
00054;[974, 758, 0.0020904982187961467]
00054;[975, 924, 0.0020904982187961467]
00054;[976, 105, 0.0020904982187961467]
00054;[977, 570, 0.0020904982187961467]
00054;[978, 638, 0.0020904982187961467]
00054;[979, 1107, 0.0020904982187961467]
00054;[980, 870, 0.0020904982187961467]
00054;[981, 266, 0.0020904982187961467]
00054;[982, 662, 0.0020904982187961467]
00054;[983, 543, 0.0020904982187961467]
00054;[984, 921, 0.0020904982187961467]
00054;[985, 1198, 0.0020904982187961467]
00054;[986, 120, 0.0020904982187961467]
00054;[987, 820, 0.0020904982187961467]
00054;[988, 23, 0.0020904982187961467]
00054;[989, 775, 0.0020904982187961467]
00054;[990, 468, 0.0020904982187961467]
00054;[991, 648, 0.0020904982187961467]
00054;[992, 130, 0.0020904982187961467]
00054;[993, 1144, 0.0020904982187961467]
00054;[994, 473, 0.0020904982187961467]
00054;[995, 600, 0.0020904982187961467]
00054;[996, 506, 0.00156787366409711]
00054;[997, 936, 0.00156787366409711]
00054;[998, 825, 0.00156787366409711]
00054;[999, 275, 0.00156787366409711]
00054;[1000, 556, 0.00156787366409711]
00054;[1001, 678, 0.00156787366409711]
00054;[1002, 489, 0.00156787366409711]
00054;[1003, 914, 0.00156787366409711]
00054;[1004, 797, 0.00156787366409711]
00054;[1005, 2, 0.00156787366409711]
00054;[1006, 1082, 0.00156787366409711]
00054;[1007, 140, 0.00156787366409711]
00054;[1008, 1011, 0.00156787366409711]
00054;[1009, 1051, 0.00156787366409711]
00054;[1010, 708, 0.00156787366409711]
00054;[1011, 722, 0.00156787366409711]
00054;[1012, 1159, 0.00156787366409711]
00054;[1013, 381, 0.00156787366409711]
00054;[1014, 654, 0.00156787366409711]
00054;[1015, 751, 0.00156787366409711]
00054;[1016, 97, 0.00156787366409711]
00054;[1017, 952, 0.00156787366409711]
00054;[1018, 316, 0.00156787366409711]
00054;[1019, 1141, 0.00156787366409711]
00054;[1020, 1102, 0.00156787366409711]
00054;[1021, 826, 0.00156787366409711]
